registry_club_id,organism,affiliation_code,sport_year_start,sport_year_end
coni:189631,CSEN|FIGC,962815,01/07/2025,30/06/2026
coni:189806,FIGC,963558,01/07/2025,30/06/2026
coni:189840,CSEN|FIGC,962826,01/07/2025,30/06/2026
coni:18987,ENDAS|FIGC,780010,01/07/2025,30/06/2026
coni:189955,CSEN|FIGC,963220,01/07/2025,30/06/2026
coni:18996,FIGC,952883,01/07/2025,30/06/2026
coni:189961,ASC|FIGC,964776,19/09/2025,30/06/2026
coni:18999,FIGC,941433,01/07/2025,30/06/2026
coni:1900,AICS|FIGC,79236,01/07/2025,30/06/2026
coni:190049,CSI|FIGC,949614,01/07/2025,30/06/2026
coni:190083,AICS|FIGC,963338,01/07/2025,30/06/2026
coni:190092,FIGC,963340,01/07/2025,30/06/2026
coni:190139,FIGC,963267,01/07/2025,30/06/2026
coni:19018,FIGC,74245,01/07/2025,30/06/2026
coni:190248,FIGC,963766,01/07/2025,30/06/2026
coni:19027,FIGC,962616,01/07/2025,30/06/2026
coni:190296,FIGC,963483,01/07/2025,30/06/2026
coni:190310,FIGC,963065,01/07/2025,30/06/2026
coni:190324,AICS|FIGC,963425,01/07/2025,30/06/2026
coni:190328,FIGC,962827,01/07/2025,30/06/2026
coni:19033,CSI|FIGC,780898,01/07/2025,30/06/2026
coni:19035,CSI|FIGC,945864,01/07/2025,30/06/2026
coni:190417,FIGC,964757,10/10/2025,30/06/2026
coni:190453,CSI|FIGC,963317,01/07/2025,30/06/2026
coni:190466,FIGC,963105,01/07/2025,30/06/2026
coni:190490,ENDAS|FIGC,964222,21/07/2025,30/06/2026
coni:190504,FIGC,953729,01/07/2025,30/06/2026
coni:19051,FIGC,937694,01/07/2025,30/06/2026
coni:190523,FIGC,962834,01/07/2025,30/06/2026
coni:190549,CSEN|FIGC,962943,01/07/2025,30/06/2026
coni:190654,ASC|FIGC,963396,01/07/2025,30/06/2026
coni:190711,FIGC,962839,01/07/2025,30/06/2026
coni:19075,FIGC,963195,01/07/2025,30/06/2026
coni:190788,FIGC,962860,01/07/2025,30/06/2026
coni:190792,FIGC,962840,01/07/2025,30/06/2026
coni:190808,FIGC,953709,01/07/2025,30/06/2026
coni:190811,FIGC,962845,01/07/2025,30/06/2026
coni:190820,FIGC,962836,01/07/2025,30/06/2026
coni:190821,CSI|FIGC,962884,01/07/2025,30/06/2026
coni:190823,CSI|FIGC,963382,01/07/2025,30/06/2026
coni:190841,FIGC,963454,01/07/2025,30/06/2026
coni:190867,CSEN|FIGC,964828,30/09/2025,30/06/2026
coni:190939,FIGC,955632,01/07/2025,30/06/2026
coni:190958,ASC|CSEN|FIGC,962904,01/07/2025,30/06/2026
coni:190959,FIGC,962864,01/07/2025,30/06/2026
coni:190962,CSI|FIGC,02002032,04/07/2025,30/06/2026
coni:190970,FIGC|UISP,962930,01/07/2025,30/06/2026
coni:190988,FIGC|OPES,962853,01/07/2025,30/06/2026
coni:191025,FIGC,963118,01/07/2025,30/06/2026
coni:191033,FIGC|UISP,964574,10/09/2025,30/06/2026
coni:191036,FIGC,962964,01/07/2025,30/06/2026
coni:191037,CSI|FIGC,963038,01/07/2025,30/06/2026
coni:191039,CSEN|FIGC,963273,01/07/2025,30/06/2026
coni:191042,FIGC,962852,01/07/2025,30/06/2026
coni:191072,CSI|FIGC,963005,01/07/2025,30/06/2026
coni:191079,FIGC,963078,01/07/2025,30/06/2026
coni:191081,FIGC,962989,01/07/2025,30/06/2026
coni:191084,FIGC,963285,01/07/2025,30/06/2026
coni:191119,FIGC,962865,01/07/2025,30/06/2026
coni:19113,FIGC,944104,01/07/2025,30/06/2026
coni:191130,FIGC,963037,01/07/2025,30/06/2026
coni:191143,FIGC,962974,01/07/2025,30/06/2026
coni:191151,FIGC,962885,01/07/2025,30/06/2026
coni:191152,AICS|FIGC,962991,01/07/2025,30/06/2026
coni:191157,FIGC,963101,01/07/2025,30/06/2026
coni:191163,FIGC|OPES,963120,01/07/2025,30/06/2026
coni:191171,FIGC,962857,01/07/2025,30/06/2026
coni:191172,FIGC,962985,01/07/2025,30/06/2026
coni:191175,FIGC,963009,01/07/2025,30/06/2026
coni:191178,FIGC,963164,01/07/2025,30/06/2026
coni:191179,FIGC,963021,01/07/2025,30/06/2026
coni:191182,FIGC,963100,01/07/2025,30/06/2026
coni:191184,FIGC,962946,01/07/2025,30/06/2026
coni:191189,FIGC,962934,01/07/2025,30/06/2026
coni:191193,FIGC,963121,01/07/2025,30/06/2026
coni:191195,FIGC,962873,01/07/2025,30/06/2026
coni:191198,FIGC,962902,01/07/2025,30/06/2026
coni:191201,FIGC,963045,01/07/2025,30/06/2026
coni:191205,FIGC,963113,01/07/2025,30/06/2026
coni:191232,CSI|FIGC,964347,30/07/2025,30/06/2026
coni:191234,FIGC|UISP,962925,01/07/2025,30/06/2026
coni:191252,FIGC,963263,01/07/2025,30/06/2026
coni:191277,FIGC,963035,01/07/2025,30/06/2026
coni:191278,ASC|FIGC,963147,01/07/2025,30/06/2026
coni:191279,FIGC,962894,01/07/2025,30/06/2026
coni:191287,FIGC,963106,01/07/2025,30/06/2026
coni:191289,CSI|FIGC,04101433,02/07/2025,30/06/2026
coni:191304,FIGC,963039,01/07/2025,30/06/2026
coni:191305,FIGC,954293,01/07/2025,30/06/2026
coni:191310,FIGC,963041,01/07/2025,30/06/2026
coni:191324,FIGC,962937,01/07/2025,30/06/2026
coni:191326,FIGC,962948,01/07/2025,30/06/2026
coni:191337,FIGC,963062,01/07/2025,30/06/2026
coni:191338,FIGC,962951,01/07/2025,30/06/2026
coni:191339,FIGC,963034,01/07/2025,30/06/2026
coni:191340,FIGC|US_ACLI,962984,01/07/2025,30/06/2026
coni:191341,FIGC,963043,01/07/2025,30/06/2026
coni:191344,FIGC,932827,01/07/2025,30/06/2026
coni:191345,FIGC|PGS,962841,01/07/2025,30/06/2026
coni:191346,FIGC,962542,01/07/2025,30/06/2026
coni:191348,FIGC,962949,01/07/2025,30/06/2026
coni:191355,FIGC,962988,01/07/2025,30/06/2026
coni:191381,FIGC,963165,01/07/2025,30/06/2026
coni:191382,FIGC,962926,01/07/2025,30/06/2026
coni:191383,FIGC,963137,01/07/2025,30/06/2026
coni:191385,FIGC,962971,01/07/2025,30/06/2026
coni:191387,FIGC,963173,01/07/2025,30/06/2026
coni:191391,FIGC,963237,01/07/2025,30/06/2026
coni:191398,FIGC,963099,01/07/2025,30/06/2026
coni:191416,FIGC|OPES,963247,01/07/2025,30/06/2026
coni:191417,FIGC,963190,01/07/2025,30/06/2026
coni:191418,FIGC,963200,01/07/2025,30/06/2026
coni:19142,FIGC,945137,01/07/2025,30/06/2026
coni:191421,CSI|FIGC,963117,01/07/2025,30/06/2026
coni:191423,FIGC,962947,01/07/2025,30/06/2026
coni:191431,FIGC,963831,01/07/2025,30/06/2026
coni:191437,FIGC,963201,01/07/2025,30/06/2026
coni:191441,FIGC,963177,01/07/2025,30/06/2026
coni:191443,FIGC,963022,01/07/2025,30/06/2026
coni:191445,FIGC,963240,01/07/2025,30/06/2026
coni:191446,FIGC,963219,01/07/2025,30/06/2026
coni:191447,FIGC,963217,01/07/2025,30/06/2026
coni:191452,FIGC,963222,01/07/2025,30/06/2026
coni:191453,ASC|FIGC,963221,01/07/2025,30/06/2026
coni:191454,FIGC,963248,01/07/2025,30/06/2026
coni:191457,FIGC,962972,01/07/2025,30/06/2026
coni:191460,FIGC,962903,01/07/2025,30/06/2026
coni:191467,FIGC,963125,01/07/2025,30/06/2026
coni:191468,FIGC,963270,01/07/2025,30/06/2026
coni:191469,CSI|FIGC,962963,01/07/2025,30/06/2026
coni:191475,FIGC,963070,01/07/2025,30/06/2026
coni:191480,FIGC,963209,01/07/2025,30/06/2026
coni:191481,FIGC,963264,01/07/2025,30/06/2026
coni:191560,FIGC,962968,01/07/2025,30/06/2026
coni:191561,FIGC,962939,01/07/2025,30/06/2026
coni:191564,FIGC,962868,01/07/2025,30/06/2026
coni:191565,FIGC,962861,01/07/2025,30/06/2026
coni:191568,FIGC,962896,01/07/2025,30/06/2026
coni:191582,FIGC,962965,01/07/2025,30/06/2026
coni:191584,FIGC,963268,01/07/2025,30/06/2026
coni:191585,FIGC,963132,01/07/2025,30/06/2026
coni:191587,FIGC,962848,01/07/2025,30/06/2026
coni:191588,FIGC,963208,01/07/2025,30/06/2026
coni:191589,FIGC,963243,01/07/2025,30/06/2026
coni:191599,CSI|FIGC,962941,01/07/2025,30/06/2026
coni:191602,FIGC,963332,01/07/2025,30/06/2026
coni:191606,FIGC,963029,01/07/2025,30/06/2026
coni:191619,FIGC,962189,01/07/2025,30/06/2026
coni:191621,FIGC,963232,01/07/2025,30/06/2026
coni:191622,FIGC,963020,01/07/2025,30/06/2026
coni:191624,FIGC,963321,01/07/2025,30/06/2026
coni:191625,CSI|FIGC|UISP,04002099,01/07/2025,30/06/2026
coni:191653,CSEN|FIGC,963421,01/07/2025,30/06/2026
coni:191660,FIGC,963330,01/07/2025,30/06/2026
coni:191661,FIGC,963244,01/07/2025,30/06/2026
coni:191673,AICS|FIGC,963360,01/07/2025,30/06/2026
coni:191674,FIGC,963341,01/07/2025,30/06/2026
coni:191684,FIGC|OPES,963339,01/07/2025,30/06/2026
coni:191686,FIGC,963218,01/07/2025,30/06/2026
coni:191689,FIGC,963153,01/07/2025,30/06/2026
coni:191695,FIGC,963186,01/07/2025,30/06/2026
coni:191704,FIGC,963199,01/07/2025,30/06/2026
coni:191705,FIGC,963181,01/07/2025,30/06/2026
coni:191707,FIGC,962938,01/07/2025,30/06/2026
coni:191708,FIGC,963156,01/07/2025,30/06/2026
coni:191712,FIGC,963348,01/07/2025,30/06/2026
coni:191714,FIGC,963093,01/07/2025,30/06/2026
coni:191715,FIGC,963215,01/07/2025,30/06/2026
coni:191716,FIGC,963042,01/07/2025,30/06/2026
coni:191718,FIGC,963241,01/07/2025,30/06/2026
coni:191724,FIGC,962919,01/07/2025,30/06/2026
coni:191731,FIGC,963197,01/07/2025,30/06/2026
coni:191735,FIGC,963266,01/07/2025,30/06/2026
coni:191737,FIGC,963136,01/07/2025,30/06/2026
coni:191738,FIGC,963251,01/07/2025,30/06/2026
coni:191741,FIGC,963230,01/07/2025,30/06/2026
coni:191748,FIGC,962886,01/07/2025,30/06/2026
coni:191750,FIGC,963283,01/07/2025,30/06/2026
coni:191751,FIGC,963326,01/07/2025,30/06/2026
coni:191752,AICS|FIGC,963352,01/07/2025,30/06/2026
coni:191754,FIGC,963141,01/07/2025,30/06/2026
coni:191759,FIGC,962993,01/07/2025,30/06/2026
coni:191761,FIGC,963154,01/07/2025,30/06/2026
coni:191762,FIGC|UISP,963312,01/07/2025,30/06/2026
coni:191763,FIGC,963337,01/07/2025,30/06/2026
coni:191764,FIGC,963049,01/07/2025,30/06/2026
coni:191765,FIGC,963254,01/07/2025,30/06/2026
coni:191766,FIGC,963282,01/07/2025,30/06/2026
coni:191768,FIGC,962916,01/07/2025,30/06/2026
coni:191770,FIGC,963255,01/07/2025,30/06/2026
coni:191771,FIGC,963365,01/07/2025,30/06/2026
coni:191772,FIGC,963387,01/07/2025,30/06/2026
coni:191774,FIGC,963300,01/07/2025,30/06/2026
coni:191776,FIGC,963303,01/07/2025,30/06/2026
coni:191777,FIGC,963202,01/07/2025,30/06/2026
coni:191778,FIGC,963302,01/07/2025,30/06/2026
coni:191781,FIGC,963333,01/07/2025,30/06/2026
coni:191783,FIGC,963409,01/07/2025,30/06/2026
coni:191784,FIGC,963412,01/07/2025,30/06/2026
coni:191786,FIGC,962890,01/07/2025,30/06/2026
coni:191787,FIGC,963372,01/07/2025,30/06/2026
coni:191788,FIGC,963371,01/07/2025,30/06/2026
coni:191796,FIGC,963046,01/07/2025,30/06/2026
coni:191797,FIGC,963129,01/07/2025,30/06/2026
coni:191798,FIGC,963384,01/07/2025,30/06/2026
coni:191800,FIGC,963375,01/07/2025,30/06/2026
coni:191801,FIGC,963335,01/07/2025,30/06/2026
coni:191803,FIGC,962893,01/07/2025,30/06/2026
coni:191805,CSI|FIGC,963082,01/07/2025,30/06/2026
coni:191811,CSI|FIGC,963431,01/07/2025,30/06/2026
coni:191814,FIGC,962339,01/07/2025,30/06/2026
coni:191821,FIGC,963353,01/07/2025,30/06/2026
coni:191829,FIGC,963417,01/07/2025,30/06/2026
coni:191832,FIGC,962973,01/07/2025,30/06/2026
coni:191837,FIGC,963277,01/07/2025,30/06/2026
coni:191839,FIGC,963275,01/07/2025,30/06/2026
coni:191840,FIGC,963343,01/07/2025,30/06/2026
coni:191852,FIGC,962990,01/07/2025,30/06/2026
coni:191854,FIGC|UISP,963406,01/07/2025,30/06/2026
coni:191857,FIGC,963098,01/07/2025,30/06/2026
coni:191858,AICS|FIGC,964080,06/08/2025,30/06/2026
coni:191859,FIGC,963072,01/07/2025,30/06/2026
coni:191861,FIGC,963224,01/07/2025,30/06/2026
coni:191862,FIGC,963366,01/07/2025,30/06/2026
coni:191880,FIGC,963311,01/07/2025,30/06/2026
coni:191885,FIGC,963378,01/07/2025,30/06/2026
coni:191886,FIGC,963430,01/07/2025,30/06/2026
coni:191889,FIGC,963423,01/07/2025,30/06/2026
coni:1919,FIGC,6740,01/07/2025,30/06/2026
coni:191947,FIGC,963427,01/07/2025,30/06/2026
coni:191948,FIGC,963204,01/07/2025,30/06/2026
coni:191949,FIGC,963373,01/07/2025,30/06/2026
coni:191950,FIGC,963316,01/07/2025,30/06/2026
coni:191951,FIGC,963362,01/07/2025,30/06/2026
coni:191955,FIGC,963389,01/07/2025,30/06/2026
coni:191959,FIGC,963358,01/07/2025,30/06/2026
coni:191960,FIGC,963328,01/07/2025,30/06/2026
coni:191961,FIGC,963345,01/07/2025,30/06/2026
coni:191962,FIGC,963122,01/07/2025,30/06/2026
coni:191963,FIGC,963357,01/07/2025,30/06/2026
coni:191964,FIGC,963361,01/07/2025,30/06/2026
coni:191967,FIGC,962942,01/07/2025,30/06/2026
coni:191968,FIGC,963115,01/07/2025,30/06/2026
coni:191969,FIGC,963228,01/07/2025,30/06/2026
coni:191975,FIGC,963290,01/07/2025,30/06/2026
coni:191984,ASC|FIGC,963433,01/07/2025,30/06/2026
coni:191992,ASC|FIGC,963097,01/07/2025,30/06/2026
coni:191997,CSI|FIGC,963398,01/07/2025,30/06/2026
coni:191998,FIGC,963364,01/07/2025,30/06/2026
coni:192012,FIGC,963459,01/07/2025,30/06/2026
coni:192041,FIGC,962915,01/07/2025,30/06/2026
coni:192043,FIGC|OPES,963320,01/07/2025,30/06/2026
coni:192055,FIGC,963385,01/07/2025,30/06/2026
coni:192058,FIGC,963467,01/07/2025,30/06/2026
coni:192064,FIGC,963476,01/07/2025,30/06/2026
coni:192065,FIGC,963477,01/07/2025,30/06/2026
coni:192087,FIGC,963482,01/07/2025,30/06/2026
coni:192089,FIGC,963150,01/07/2025,30/06/2026
coni:192091,FIGC,963086,01/07/2025,30/06/2026
coni:192094,FIGC,964091,29/07/2025,30/06/2026
coni:192096,FIGC,963465,01/07/2025,30/06/2026
coni:192097,FIGC,963306,01/07/2025,30/06/2026
coni:192098,CSEN|FIGC,963053,01/07/2025,30/06/2026
coni:192099,CSEN|FIGC,963047,01/07/2025,30/06/2026
coni:192100,FIGC,963206,01/07/2025,30/06/2026
coni:192101,FIGC,963060,01/07/2025,30/06/2026
coni:192103,FIGC,962921,01/07/2025,30/06/2026
coni:192107,FIGC,962927,01/07/2025,30/06/2026
coni:192114,FIGC|PGS,15067,08/09/2025,31/08/2026
coni:192120,FIGC,963309,01/07/2025,30/06/2026
coni:192121,FIGC,963458,01/07/2025,30/06/2026
coni:192122,FIGC,963472,01/07/2025,30/06/2026
coni:192124,FIGC,963456,01/07/2025,30/06/2026
coni:192125,FIGC|UISP,963292,01/07/2025,30/06/2026
coni:19213,CSI|FIGC,919050,01/07/2025,30/06/2026
coni:192140,FIGC,963474,01/07/2025,30/06/2026
coni:192143,FIGC,963480,01/07/2025,30/06/2026
coni:192144,FIGC|PGS,963487,01/07/2025,30/06/2026
coni:192145,FIGC,963486,01/07/2025,30/06/2026
coni:192157,FIGC,963379,01/07/2025,30/06/2026
coni:192158,FIGC,963214,01/07/2025,30/06/2026
coni:192164,FIGC,963484,01/07/2025,30/06/2026
coni:192178,FIGC,962922,01/07/2025,30/06/2026
coni:192183,AICS|FIGC,963493,01/07/2025,30/06/2026
coni:192189,CSEN|FIGC,963463,01/07/2025,30/06/2026
coni:192191,FIGC,963323,01/07/2025,30/06/2026
coni:192192,FIGC,963494,01/07/2025,30/06/2026
coni:192194,FIGC,963227,01/07/2025,30/06/2026
coni:192198,FIGC,963485,01/07/2025,30/06/2026
coni:192200,FIGC,963481,01/07/2025,30/06/2026
coni:192201,FIGC,963495,01/07/2025,30/06/2026
coni:192204,FIGC,963442,01/07/2025,30/06/2026
coni:192206,FIGC,963502,01/07/2025,30/06/2026
coni:192253,FIGC,963504,01/07/2025,30/06/2026
coni:192254,FIGC,963507,01/07/2025,30/06/2026
coni:192255,FIGC,963460,01/07/2025,30/06/2026
coni:192256,FIGC,963464,01/07/2025,30/06/2026
coni:192257,CSI|FIGC,963505,01/07/2025,30/06/2026
coni:192272,FIGC,963401,01/07/2025,30/06/2026
coni:192275,FIGC,963522,01/07/2025,30/06/2026
coni:192276,FIGC,963506,01/07/2025,30/06/2026
coni:192297,CSI|FIGC,964254,22/07/2025,30/06/2026
coni:1923,FIGC,67716,01/07/2025,30/06/2026
coni:192313,FIGC,963513,01/07/2025,30/06/2026
coni:192324,FIGC,964411,05/08/2025,30/06/2026
coni:192328,FIGC,963166,01/07/2025,30/06/2026
coni:192330,FIGC|FIP|US_ACLI,963135,01/07/2025,30/06/2026
coni:192333,CSI|FIGC,09800388,11/07/2025,30/06/2026
coni:192334,FIGC,962952,01/07/2025,30/06/2026
coni:192354,FIGC,963496,01/07/2025,30/06/2026
coni:192355,FIGC,963537,01/07/2025,30/06/2026
coni:192360,FIGC,963526,01/07/2025,30/06/2026
coni:192361,FIGC,963534,01/07/2025,30/06/2026
coni:192362,FIGC,963520,01/07/2025,30/06/2026
coni:192387,FIGC,963466,01/07/2025,30/06/2026
coni:192392,FIGC,934009,01/07/2025,30/06/2026
coni:192393,FIGC,963518,01/07/2025,30/06/2026
coni:192394,FIGC,963516,01/07/2025,30/06/2026
coni:192410,FIGC,963071,01/07/2025,30/06/2026
coni:192412,FIGC,963528,01/07/2025,30/06/2026
coni:192419,AICS|FIGC,963803,01/07/2025,30/06/2026
coni:192436,FIGC,963560,01/07/2025,30/06/2026
coni:192437,FIGC,963305,01/07/2025,30/06/2026
coni:192447,FIGC,963363,01/07/2025,30/06/2026
coni:192460,FIGC,963013,01/07/2025,30/06/2026
coni:192465,FIGC,963402,01/07/2025,30/06/2026
coni:192467,FIGC,963569,01/07/2025,30/06/2026
coni:192494,FIGC,963574,01/07/2025,30/06/2026
coni:192495,FIGC,963143,01/07/2025,30/06/2026
coni:192502,FIGC,963578,01/07/2025,30/06/2026
coni:192504,FIGC,963580,01/07/2025,30/06/2026
coni:192507,FIGC,963554,01/07/2025,30/06/2026
coni:192509,FIGC,963576,01/07/2025,30/06/2026
coni:192514,FIGC|UISP,V310270,03/10/2025,31/08/2026
coni:192518,FIGC,963548,01/07/2025,30/06/2026
coni:192528,FIGC,963585,01/07/2025,30/06/2026
coni:192529,FIGC,963583,01/07/2025,30/06/2026
coni:192530,FIGC,963557,01/07/2025,30/06/2026
coni:192549,FIGC,963555,01/07/2025,30/06/2026
coni:192550,FIGC,963587,01/07/2025,30/06/2026
coni:192551,FIGC,963582,01/07/2025,30/06/2026
coni:192552,FIGC,963566,01/07/2025,30/06/2026
coni:192555,FIGC,963562,01/07/2025,30/06/2026
coni:192632,FIGC,963567,01/07/2025,30/06/2026
coni:192641,FIGC,964066,31/07/2025,30/06/2026
coni:192645,FIGC,963678,01/07/2025,30/06/2026
coni:192647,FIGC,964494,05/09/2025,30/06/2026
coni:192684,CSEN|FIGC,964191,17/07/2025,30/06/2026
coni:192689,FIGC,963032,01/07/2025,30/06/2026
coni:19269,FIGC,916037,01/07/2025,30/06/2026
coni:192690,FIGC,963549,01/07/2025,30/06/2026
coni:192701,FIGC,963531,01/07/2025,30/06/2026
coni:192724,CSEN|FIGC,963722,01/07/2025,30/06/2026
coni:192754,AICS|FIGC,964300,30/07/2025,30/06/2026
coni:192763,FIGC,963593,01/07/2025,30/06/2026
coni:19277,CSI|FIGC,676187,01/07/2025,30/06/2026
coni:192779,FIGC,964082,22/07/2025,30/06/2026
coni:192782,FIGC,963577,01/07/2025,30/06/2026
coni:192790,FIGC,963634,01/07/2025,30/06/2026
coni:192797,FIGC,963614,01/07/2025,30/06/2026
coni:192827,FIGC,963568,01/07/2025,30/06/2026
coni:192831,FIGC,963272,01/07/2025,30/06/2026
coni:192860,FIGC,963612,01/07/2025,30/06/2026
coni:192867,FIGC,963411,01/07/2025,30/06/2026
coni:192882,CSI|FIGC,964296,19/09/2025,30/06/2026
coni:192883,FIGC,963462,01/07/2025,30/06/2026
coni:192892,FIGC|OPES,964592,10/09/2025,30/06/2026
coni:192901,FIGC,963410,01/07/2025,30/06/2026
coni:192902,FIGC,963681,01/07/2025,30/06/2026
coni:192910,FIGC,963636,01/07/2025,30/06/2026
coni:192926,FIGC,963128,01/07/2025,30/06/2026
coni:192935,FIGC,963665,01/07/2025,30/06/2026
coni:192936,FIGC,963308,01/07/2025,30/06/2026
coni:192958,FIGC,963659,01/07/2025,30/06/2026
coni:192962,FIGC,963704,01/07/2025,30/06/2026
coni:192963,FIGC,963668,01/07/2025,30/06/2026
coni:192964,FIGC,963669,01/07/2025,30/06/2026
coni:192965,FIGC,963667,01/07/2025,30/06/2026
coni:192967,FIGC,963606,01/07/2025,30/06/2026
coni:192973,FIGC,963618,01/07/2025,30/06/2026
coni:193004,ASC|FIGC,963603,01/07/2025,30/06/2026
coni:193006,FIGC,963604,01/07/2025,30/06/2026
coni:193012,FIGC,963127,01/07/2025,30/06/2026
coni:193030,FIGC,963598,01/07/2025,30/06/2026
coni:193031,FIGC,963617,01/07/2025,30/06/2026
coni:193036,FIGC,963616,01/07/2025,30/06/2026
coni:193039,FIGC,963648,01/07/2025,30/06/2026
coni:193040,FIGC,963653,01/07/2025,30/06/2026
coni:193044,FIGC,963712,01/07/2025,30/06/2026
coni:193047,FIGC,963533,01/07/2025,30/06/2026
coni:193048,FIGC,963703,01/07/2025,30/06/2026
coni:193049,FIGC,963724,01/07/2025,30/06/2026
coni:193057,CSEN|FIGC,963538,01/07/2025,30/06/2026
coni:193063,FIGC,963725,01/07/2025,30/06/2026
coni:193064,FIGC,963646,01/07/2025,30/06/2026
coni:193066,FIGC,963640,01/07/2025,30/06/2026
coni:193070,FIGC,963594,01/07/2025,30/06/2026
coni:193076,FIGC,963642,01/07/2025,30/06/2026
coni:193096,FIGC,963718,01/07/2025,30/06/2026
coni:193100,FIGC,963660,01/07/2025,30/06/2026
coni:193103,FIGC,963683,01/07/2025,30/06/2026
coni:193106,FIGC,963685,01/07/2025,30/06/2026
coni:193111,FIGC,963731,01/07/2025,30/06/2026
coni:193120,FIGC,963706,01/07/2025,30/06/2026
coni:193122,FIGC|PGS,963727,01/07/2025,30/06/2026
coni:193127,FIGC,963737,01/07/2025,30/06/2026
coni:193154,FIGC,963601,01/07/2025,30/06/2026
coni:193155,FIGC,963723,01/07/2025,30/06/2026
coni:193156,FIGC,963607,01/07/2025,30/06/2026
coni:193157,CSEN|FIGC,963752,01/07/2025,30/06/2026
coni:193159,CSI|FIGC,963749,01/07/2025,30/06/2026
coni:193164,FIGC,963613,01/07/2025,30/06/2026
coni:193170,FIGC,963630,01/07/2025,30/06/2026
coni:193171,FIGC,963672,01/07/2025,30/06/2026
coni:193194,FIGC,963670,01/07/2025,30/06/2026
coni:193195,FIGC,963756,01/07/2025,30/06/2026
coni:193196,FIGC,963399,01/07/2025,30/06/2026
coni:193203,FIGC,963734,01/07/2025,30/06/2026
coni:193214,FIGC,963757,01/07/2025,30/06/2026
coni:193215,FIGC,963759,01/07/2025,30/06/2026
coni:193256,FIGC|UISP,V310261,03/10/2025,31/08/2026
coni:193264,FIGC,963615,01/07/2025,30/06/2026
coni:193272,FIGC,963572,01/07/2025,30/06/2026
coni:193273,FIGC,963711,01/07/2025,30/06/2026
coni:193275,FIGC|OPES,963631,01/07/2025,30/06/2026
coni:193287,FIGC,963673,01/07/2025,30/06/2026
coni:193293,FIGC,963765,01/07/2025,30/06/2026
coni:193295,CSEN|FIGC|UISP,964110,11/07/2025,30/06/2026
coni:19330,FIGC,915592,01/07/2025,30/06/2026
coni:193306,FIGC,963769,01/07/2025,30/06/2026
coni:193308,FIGC,963974,01/07/2025,30/06/2026
coni:193309,FIGC,963783,01/07/2025,30/06/2026
coni:193323,CSEN|FIGC,964267,30/07/2025,30/06/2026
coni:193326,FIGC,963666,01/07/2025,30/06/2026
coni:193377,FIGC,963716,01/07/2025,30/06/2026
coni:193378,FIGC,963786,01/07/2025,30/06/2026
coni:193400,FIGC,963794,01/07/2025,30/06/2026
coni:193402,FIGC,964918,07/10/2025,30/06/2026
coni:193407,FIGC,962920,01/07/2025,30/06/2026
coni:193477,FIGC,963810,01/07/2025,30/06/2026
coni:193501,FIGC,963674,01/07/2025,30/06/2026
coni:193509,FIGC,963817,01/07/2025,30/06/2026
coni:193522,FIGC,963823,01/07/2025,30/06/2026
coni:19353,FIGC,51830,01/07/2025,30/06/2026
coni:193541,FIGC,963768,01/07/2025,30/06/2026
coni:193542,FIGC,963595,01/07/2025,30/06/2026
coni:193550,FIGC,963760,01/07/2025,30/06/2026
coni:193551,FIGC,963702,01/07/2025,30/06/2026
coni:193566,CSI|FIGC,964447,01/10/2025,30/06/2026
coni:193567,CSI|FIGC,08001185,21/10/2025,30/06/2026
coni:193619,FIGC|OPES,964104,29/07/2025,30/06/2026
coni:193624,FIGC,963806,01/07/2025,30/06/2026
coni:193625,FIGC,963830,01/07/2025,30/06/2026
coni:193626,FIGC,963816,01/07/2025,30/06/2026
coni:193660,FIGC,963274,01/07/2025,30/06/2026
coni:193661,FIGC,963829,01/07/2025,30/06/2026
coni:19367,FIGC,206659,01/07/2025,30/06/2026
coni:193740,FIGC,963837,01/07/2025,30/06/2026
coni:19376,FIGC,13600015,13/07/2025,30/06/2026
coni:193769,FIGC,963838,01/07/2025,30/06/2026
coni:193858,ENDAS|FIGC,963787,01/07/2025,30/06/2026
coni:193868,FIGC,963721,01/07/2025,30/06/2026
coni:193875,FIGC,963822,01/07/2025,30/06/2026
coni:193883,CSI|FIGC,963280,01/07/2025,30/06/2026
coni:193911,FIGC,963808,01/07/2025,30/06/2026
coni:193991,FIGC,963862,01/07/2025,30/06/2026
coni:194056,ASC|FIGC,963938,01/07/2025,30/06/2026
coni:194068,AICS|FIGC,964530,25/09/2025,30/06/2026
coni:1941,FIGC,59236,01/07/2025,30/06/2026
coni:194145,FIGC,964416,06/08/2025,30/06/2026
coni:194209,FIGC,963865,01/07/2025,30/06/2026
coni:194218,FIGC,964383,01/08/2025,30/06/2026
coni:194226,FIGC,963868,01/07/2025,30/06/2026
coni:19428,FIGC,60226,01/07/2025,30/06/2026
coni:194315,AICS|FIGC,964406,06/08/2025,30/06/2026
coni:194452,CSEN|FIGC,963879,01/07/2025,30/06/2026
coni:19452,FIGC,947676,01/07/2025,30/06/2026
coni:19461,CSI|FIGC,13600016,02/07/2025,30/06/2026
coni:194683,FIGC,964999,04/11/2025,30/06/2026
coni:194722,CSEN|FIGC,963878,01/07/2025,30/06/2026
coni:194744,FIGC,963207,01/07/2025,30/06/2026
coni:194815,AICS|CSEN|FIGC,964969,20/10/2025,30/06/2026
coni:19484,CSI|FIGC,920574,01/07/2025,30/06/2026
