registry_club_id,id_societa,club_name,discipline_raw,clubandplayer_sport
coni:100,100,ASSOCIAZIONE POLISPORTIVA D.CAMPITELLO,Calcio (a 11),Calcio
coni:100,100,ASSOCIAZIONE POLISPORTIVA D.CAMPITELLO,Futsal (calcio da sala - calcio a 5),Futsal
coni:10000,10000,HELLAS ALBINEA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:10001,10001,A.S.D. HOCKEY PRATO CITTA' DEL TRICOLORE,Futsal (calcio da sala - calcio a 5),Futsal
coni:100072,100072,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETICO MALDOSSI,Pallacanestro,Basket
coni:100118,100118,A.S.D. JOCA BONITO FOGGIA,Calcio (a 11),Calcio
coni:100118,100118,A.S.D. JOCA BONITO FOGGIA,Calcio (a 8),Calcio
coni:100118,100118,A.S.D. JOCA BONITO FOGGIA,Futsal (calcio da sala - calcio a 5),Futsal
coni:100118,100118,A.S.D. JOCA BONITO FOGGIA,Calcio (a 7),Calcio
coni:10015,10015,A.S.D.FILICAIA DIAVOLI ROSSI,Calcio (a 11),Calcio
coni:100161,100161,DREAMERS ASD,Pallacanestro,Basket
coni:100164,100164,VOLLEYFUSION ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Pallavolo,Volley
coni:100169,100169,RIFONDAZIONE SALESIANA ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Pallacanestro,Basket
coni:100180,100180,A.S.D.POLISPORTIVA D.L.F. UDINE,Pallacanestro,Basket
coni:100180,100180,A.S.D.POLISPORTIVA D.L.F. UDINE,Futsal (calcio da sala - calcio a 5),Futsal
coni:100180,100180,A.S.D.POLISPORTIVA D.L.F. UDINE,Pallavolo,Volley
coni:100180,100180,A.S.D.POLISPORTIVA D.L.F. UDINE,Calcio (a 11),Calcio
coni:100182,100182,"C.S.I. - ASSOCIAZIONE PARROCHIALE ""T. MELANI""",Futsal (calcio da sala - calcio a 5),Futsal
coni:100182,100182,"C.S.I. - ASSOCIAZIONE PARROCHIALE ""T. MELANI""",Calcio (a 7),Calcio
coni:100182,100182,"C.S.I. - ASSOCIAZIONE PARROCHIALE ""T. MELANI""",Pallavolo,Volley
coni:10019,10019,ASSOCIAZIONE SPORTIVA DILETTANTISTICA FORZA & COSTANZA 1905,Calcio (a 11),Calcio
coni:10020,10020,A.S.D. AUDACE CASTEL D'ARIO,Calcio (a 11),Calcio
coni:10020,10020,A.S.D. AUDACE CASTEL D'ARIO,Calcio (a 7),Calcio
coni:100204,100204,WATERBASKET FIRENZE,Pallanuoto,Pallanuoto
coni:100206,100206,ASSOCIAZIONE SPORTIVA DILETTANTISTICA C.O. BASKET 2000 PAESE,Pallacanestro,Basket
coni:10021,10021,G.S. PIETA'2004 ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:100211,100211,A.S.D. LIAPIAVE,Calcio (a 11),Calcio
coni:100213,100213,LANGUAGE & CARDIO FITNESS ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Pallavolo,Volley
coni:100236,100236,ASS.SPORT.DILETTANTI.NAPOLI CALCETTO,Futsal (calcio da sala - calcio a 5),Futsal
coni:100253,100253,A.S.D. CIMONE FOOTBALL CLUB,Calcio (a 11),Calcio
coni:100253,100253,A.S.D. CIMONE FOOTBALL CLUB,Futsal (calcio da sala - calcio a 5),Futsal
coni:100253,100253,A.S.D. CIMONE FOOTBALL CLUB,Calcio (a 7),Calcio
coni:10034,10034,ASSOCIAZIONE SPORTIVA DILETTANTISTICA RIVER SESIA CALCIO,Calcio (a 11),Calcio
coni:10037,10037,ASD PRO CERVIGNANO RUDA,Calcio (a 11),Calcio
coni:100399,100399,SOCIETA' SPORTIVA DILETTANTISTICA CARBONERA BREDA A RESPONSABILITA' LIMITATA,Calcio (a 11),Calcio
coni:10045,10045,A.S.D. VALLE DEL VOMANO,Calcio (a 11),Calcio
coni:10045,10045,A.S.D. VALLE DEL VOMANO,Futsal (calcio da sala - calcio a 5),Futsal
coni:10045,10045,A.S.D. VALLE DEL VOMANO,Calcio (a 7),Calcio
coni:10045,10045,A.S.D. VALLE DEL VOMANO,Pallavolo,Volley
coni:100468,100468,A.S.D. TAVERNELLE CALCIO,Calcio (a 11),Calcio
coni:100468,100468,A.S.D. TAVERNELLE CALCIO,Futsal (calcio da sala - calcio a 5),Futsal
coni:100535,100535,A.S.D. A.C. CAPOCAVALLO,Calcio (a 11),Calcio
coni:10054,10054,A.S.D. VEVERI 1974,Calcio (a 11),Calcio
coni:100542,100542,A.S.D. LANCIOTTO CAMPI V.S.D.,Calcio (a 11),Calcio
coni:10055,10055,ASD COLLEATTERRATO 2016,Calcio (a 11),Calcio
coni:100580,100580,CF SCANDICCI FUTSAL A.S.D.,Futsal (calcio da sala - calcio a 5),Futsal
coni:10060,10060,OLMOPONTE AREZZO SANTA FIRMINA - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:100663,100663,A.S.D. GF RIONE CALCIO A CINQUE,Futsal (calcio da sala - calcio a 5),Futsal
coni:100663,100663,A.S.D. GF RIONE CALCIO A CINQUE,Calcio (a 7),Calcio
coni:100746,100746,ASD CIRCOLO PARROCCHIALE CELTIC DON BOSCO,Calcio (a 11),Calcio
coni:100746,100746,ASD CIRCOLO PARROCCHIALE CELTIC DON BOSCO,Calcio (a 7),Calcio
coni:100755,100755,A.C.D. SOLIGNANO,Calcio (a 11),Calcio
coni:100755,100755,A.C.D. SOLIGNANO,Futsal (calcio da sala - calcio a 5),Futsal
coni:100755,100755,A.C.D. SOLIGNANO,Calcio (a 7),Calcio
coni:100794,100794,ASD CONDOR TREVISO,Calcio (a 11),Calcio
coni:100794,100794,ASD CONDOR TREVISO,Pallacanestro,Basket
coni:1009,1009,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETICO SAN PIETRO IN VALLE,Calcio (a 11),Calcio
coni:1009,1009,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETICO SAN PIETRO IN VALLE,Futsal (calcio da sala - calcio a 5),Futsal
coni:10091,10091,A.S.D. F.C.NOTARESCO,Calcio (a 11),Calcio
coni:10091,10091,A.S.D. F.C.NOTARESCO,Calcio (a 7),Calcio
coni:101044,101044,ASSOCIAZIONE SPORTIVA DILETTANTISTICA GRASSINA,Calcio (a 11),Calcio
coni:101091,101091,VILLORBA TREVISO FOOTBALL CLUB SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA' LIMITATA,Calcio (a 11),Calcio
coni:101147,101147,SSD NUOVA ALBA A R.L.,Calcio (a 11),Calcio
coni:101147,101147,SSD NUOVA ALBA A R.L.,Calcio (a 7),Calcio
coni:10121,10121,ASSOCIAZIONE POLISPORTIVA DILETTANTISTICA SOLZESE SEZ.CALCIO,Calcio (a 11),Calcio
coni:1013,1013,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SAN BIAGIO,Calcio (a 11),Calcio
coni:1013,1013,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SAN BIAGIO,Futsal (calcio da sala - calcio a 5),Futsal
coni:101373,101373,A.S.D. CITTA' DI PAESE,Calcio (a 11),Calcio
coni:101439,101439,A.S.D. GIOVANI BIANCOROSSI,Calcio (a 11),Calcio
coni:10148,10148,A.S.D. CORVA CALCIO 2008,Calcio (a 11),Calcio
coni:101508,101508,G.S.D. ALBERETA SAN SALVI,Calcio (a 11),Calcio
coni:101508,101508,G.S.D. ALBERETA SAN SALVI,Futsal (calcio da sala - calcio a 5),Futsal
coni:101555,101555,POLISPORTIVA UNION 81 ASD APS,Calcio (a 11),Calcio
coni:101555,101555,POLISPORTIVA UNION 81 ASD APS,Calcio (a 7),Calcio
coni:10156,10156,VIRTUS MONTEROSI ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:10157,10157,POLISPORTIVA SILIGO ASD,Calcio (a 11),Calcio
coni:101654,101654,POLISPORTIVA 2M ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:101654,101654,POLISPORTIVA 2M ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:101654,101654,POLISPORTIVA 2M ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Pallacanestro,Basket
coni:101671,101671,BARACCA BEACH ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:101671,101671,BARACCA BEACH ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:101671,101671,BARACCA BEACH ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 7),Calcio
coni:101762,101762,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO FIRENZE,Calcio (a 11),Calcio
coni:10177,10177,ASD POLISPORTIVA ORIOLO,Calcio (a 11),Calcio
coni:10177,10177,ASD POLISPORTIVA ORIOLO,Rugby a 7,Rugby
coni:10177,10177,ASD POLISPORTIVA ORIOLO,Rugby a 15,Rugby
coni:10177,10177,ASD POLISPORTIVA ORIOLO,Pallacanestro,Basket
coni:10177,10177,ASD POLISPORTIVA ORIOLO,Pallavolo,Volley
coni:10177,10177,ASD POLISPORTIVA ORIOLO,Calcio Balilla,Calcio
coni:10177,10177,ASD POLISPORTIVA ORIOLO,Beach Soccer,Calcio
coni:10177,10177,ASD POLISPORTIVA ORIOLO,Calcio (a 7),Calcio
coni:101779,101779,CENTRO SPOST E STUDI NEAPOLIS - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:10179,10179,GRUPPO SPORTIVO DILETTANTISTICO SAN FRUTTUOSO,Calcio (a 11),Calcio
coni:10179,10179,GRUPPO SPORTIVO DILETTANTISTICO SAN FRUTTUOSO,Futsal (calcio da sala - calcio a 5),Futsal
coni:10179,10179,GRUPPO SPORTIVO DILETTANTISTICO SAN FRUTTUOSO,Calcio (a 7),Calcio
coni:10189,10189,ASD ACTIVE NETWORK FUTSAL,Futsal (calcio da sala - calcio a 5),Futsal
coni:10194,10194,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ROMARIA,Calcio (a 11),Calcio
coni:10210,10210,ASD JOLANDA VOLLEY 2016,Calcio (a 11),Calcio
coni:102172,102172,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MARCIALLA CITY,Calcio (a 11),Calcio
coni:1025,1025,S .S.CAMPOBASSO CALCIO A.S.D.,Calcio (a 11),Calcio
coni:1025,1025,S .S.CAMPOBASSO CALCIO A.S.D.,Futsal (calcio da sala - calcio a 5),Futsal
coni:102528,102528,A.S.D. COBRA KAI,Calcio (a 11),Calcio
coni:10261,10261,ASS. SPORTIVA DILETTANTISTICA A.S.D. MONTAGNANA CALCIO,Calcio (a 11),Calcio
coni:102667,102667,MARANO CALCIO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:10272,10272,F.C. CASTELNUOVO A.S.D.,Calcio (a 11),Calcio
coni:10272,10272,F.C. CASTELNUOVO A.S.D.,Futsal (calcio da sala - calcio a 5),Futsal
coni:10272,10272,F.C. CASTELNUOVO A.S.D.,Calcio (a 7),Calcio
coni:102744,102744,F.C. CUBINO A.S.D.,Calcio (a 11),Calcio
coni:10275,10275,CAPISTRELLO CALCIO ASD,Calcio (a 11),Calcio
coni:10280,10280,A.S.D. ATLETICO VITTORITO,Futsal (calcio da sala - calcio a 5),Futsal
coni:10294,10294,A.C. QUINZANESE,Calcio (a 11),Calcio
coni:10295,10295,A.S.D. POLISPORTIVA SORISOLESE,Calcio (a 11),Calcio
coni:10295,10295,A.S.D. POLISPORTIVA SORISOLESE,Pallavolo,Volley
coni:10297,10297,A.S.D. FIAVE' 1945,Futsal (calcio da sala - calcio a 5),Futsal
coni:103017,103017,GES MONZA 1946 SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILIT A' LIMITATA,Calcio (a 11),Calcio
coni:103022,103022,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SAN ROCCO CALCIO,Calcio (a 11),Calcio
coni:103022,103022,ASSOCIAZIONE SPORTIVA DILETTANTISTICA SAN ROCCO CALCIO,Calcio (a 7),Calcio
coni:103045,103045,A.S.D. CAVOUR,Calcio (a 11),Calcio
coni:1032,1032,A.S.D. CALCIO FOSSALUNGA,Calcio (a 11),Calcio
coni:10323,10323,UNIONE SPORTIVA SAN VITO 1923,Calcio (a 11),Calcio
coni:103249,103249,A.S.D. SELECAO LIBERTAS CALCETTO,Futsal (calcio da sala - calcio a 5),Futsal
coni:103328,103328,ASD STELLA AZZURRA 56,Calcio (a 11),Calcio
coni:103328,103328,ASD STELLA AZZURRA 56,Calcio (a 7),Calcio
coni:1034,1034,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO TEZZE,Calcio (a 11),Calcio
coni:10341,10341,A.S.D. A.C. MOZZECANE,Calcio (a 11),Calcio
coni:10352,10352,U.S.D. BORGOPRIMOMAGGIO,Calcio (a 11),Calcio
coni:10361,10361,A.S.D. TERAMO STAZIONE,Calcio (a 11),Calcio
coni:103628,103628,A.S.D. POLISPORTIVA TORRIGLIA,Calcio (a 11),Calcio
coni:103648,103648,A.S.D. SEMPREVISA,Calcio (a 11),Calcio
coni:103662,103662,UNIONE SPORTIVA CARISOLO - ASD,Calcio (a 11),Calcio
coni:103689,103689,SOCIETA'CALCISTICA DILETTANTISTICA JUNIOR TROPEA,Calcio (a 11),Calcio
coni:103689,103689,SOCIETA'CALCISTICA DILETTANTISTICA JUNIOR TROPEA,Calcio (a 8),Calcio
coni:103689,103689,SOCIETA'CALCISTICA DILETTANTISTICA JUNIOR TROPEA,Beach Soccer,Calcio
coni:103689,103689,SOCIETA'CALCISTICA DILETTANTISTICA JUNIOR TROPEA,Futsal (calcio da sala - calcio a 5),Futsal
coni:103689,103689,SOCIETA'CALCISTICA DILETTANTISTICA JUNIOR TROPEA,Calcio (a 7),Calcio
coni:103696,103696,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO BLEGGIO,Calcio (a 11),Calcio
coni:103696,103696,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CALCIO BLEGGIO,Futsal (calcio da sala - calcio a 5),Futsal
coni:103702,103702,A.S.D.POLISPORTIVA CASTELLANA,Calcio (a 11),Calcio
coni:103715,103715,A.S.D. GANGI,Calcio (a 11),Calcio
coni:103721,103721,GRUPPO SPORTIVO CURNASCO ASD,Calcio (a 11),Calcio
coni:103721,103721,GRUPPO SPORTIVO CURNASCO ASD,Futsal (calcio da sala - calcio a 5),Futsal
coni:103726,103726,POLISPORTIVA VILLESE - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:103726,103726,POLISPORTIVA VILLESE - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:103726,103726,POLISPORTIVA VILLESE - ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Pallacanestro,Basket
coni:1038,1038,U.S.D. LAMONESE,Calcio (a 11),Calcio
coni:103802,103802,ASD 3P - VAL RENDENA,Calcio (a 11),Calcio
coni:103866,103866,BERGAMO F.C. 1971 A.S.D.,Calcio (a 11),Calcio
coni:103887,103887,UNONE SPORTIVA ALEBBIO 1954 - ASSOCIAZIONE DILETTANTISTICA,Calcio (a 11),Calcio
coni:103887,103887,UNONE SPORTIVA ALEBBIO 1954 - ASSOCIAZIONE DILETTANTISTICA,Pallacanestro,Basket
coni:103887,103887,UNONE SPORTIVA ALEBBIO 1954 - ASSOCIAZIONE DILETTANTISTICA,Pallavolo,Volley
coni:10392,10392,ASSOCIAZIONE SPORTIVA VERDERIO,Calcio (a 11),Calcio
coni:10392,10392,ASSOCIAZIONE SPORTIVA VERDERIO,Calcio (a 7),Calcio
coni:103922,103922,A.S.D. GESTIONE SOCIALE GRANAROLO,Calcio (a 11),Calcio
coni:103922,103922,A.S.D. GESTIONE SOCIALE GRANAROLO,Calcio (a 7),Calcio
coni:104,104,A.S.D. NARNESE CALCIO,Calcio (a 11),Calcio
coni:1040,1040,UNIONE SPORTIVA PIAVE,Calcio (a 11),Calcio
coni:1040,1040,UNIONE SPORTIVA PIAVE,Calcio Balilla,Calcio
coni:1040,1040,UNIONE SPORTIVA PIAVE,Calcio (a 8),Calcio
coni:1040,1040,UNIONE SPORTIVA PIAVE,Beach Soccer,Calcio
coni:1040,1040,UNIONE SPORTIVA PIAVE,Futsal (calcio da sala - calcio a 5),Futsal
coni:1040,1040,UNIONE SPORTIVA PIAVE,Calcio (a 7),Calcio
coni:104008,104008,A.C. LEZZENO A.S.D.,Calcio (a 11),Calcio
coni:104061,104061,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETIK MIGNANO,Calcio (a 11),Calcio
coni:104061,104061,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETIK MIGNANO,Futsal (calcio da sala - calcio a 5),Futsal
coni:104061,104061,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ATLETIK MIGNANO,Calcio (a 7),Calcio
coni:104168,104168,A.S.D. LADY MONDRAGONE,Futsal (calcio da sala - calcio a 5),Futsal
coni:104226,104226,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MAROLA,Calcio (a 11),Calcio
coni:104226,104226,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MAROLA,Futsal (calcio da sala - calcio a 5),Futsal
coni:104226,104226,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MAROLA,Calcio (a 7),Calcio
coni:104226,104226,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MAROLA,Pallacanestro,Basket
coni:104226,104226,ASSOCIAZIONE SPORTIVA DILETTANTISTICA MAROLA,Pallavolo,Volley
coni:10423,10423,ASSOCIAZIONE CALCIO SOMMARIVESE ASS.SPORT.DILETTANTISTICA,Calcio (a 11),Calcio
coni:104243,104243,CACCIATORI DELLE ALPI E CAVALLASCA - ASSOCIAZIONE SPORTIVA DILETT ANTISTICA ANCHE IN FORMA ABBREVIATA CDA-CAVALLASCA A.S.D.,Calcio (a 11),Calcio
coni:104243,104243,CACCIATORI DELLE ALPI E CAVALLASCA - ASSOCIAZIONE SPORTIVA DILETT ANTISTICA ANCHE IN FORMA ABBREVIATA CDA-CAVALLASCA A.S.D.,Pallavolo,Volley
coni:10426,10426,INTREPIDA 1938 SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA ' LIMITATA,Calcio (a 11),Calcio
coni:10426,10426,INTREPIDA 1938 SOCIETA' SPORTIVA DILETTANTISTICA A RESPONSABILITA ' LIMITATA,Pallavolo,Volley
coni:104268,104268,FCD NEW EAGLES 2010,Calcio (a 11),Calcio
coni:104268,104268,FCD NEW EAGLES 2010,Calcio (a 8),Calcio
coni:104268,104268,FCD NEW EAGLES 2010,Futsal (calcio da sala - calcio a 5),Futsal
coni:104268,104268,FCD NEW EAGLES 2010,Calcio (a 7),Calcio
coni:10428,10428,APRILIA C.S.P. A.S.D.,Calcio (a 11),Calcio
coni:10434,10434,A.S.D. FONTANELICE ASSOCIAZIONE SPORTIVA DILETTANT,Calcio (a 11),Calcio
coni:104357,104357,ASSOCIAZIONE SPORTIVA DILETTANTISTICA ASD NEBROS,Calcio (a 11),Calcio
coni:104391,104391,SPORT CLUB DILETTANTISTICO LIGORNA 1922,Calcio (a 11),Calcio
coni:104393,104393,ASSOCIAZIONE SPORTIVA DILETTANTISTICA TUSA,Calcio (a 11),Calcio
coni:104415,104415,MOVIMENTO GIOVANILE CENTALLO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:104415,104415,MOVIMENTO GIOVANILE CENTALLO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:104415,104415,MOVIMENTO GIOVANILE CENTALLO ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 7),Calcio
coni:104418,104418,A.S.D. FUTSAL SAVIGLIANO,Calcio (a 11),Calcio
coni:104418,104418,A.S.D. FUTSAL SAVIGLIANO,Futsal (calcio da sala - calcio a 5),Futsal
coni:10442,10442,ASD PGS CONCORDIA - ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA GIOVANILE SALESIANA,Calcio (a 11),Calcio
coni:10442,10442,ASD PGS CONCORDIA - ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA GIOVANILE SALESIANA,Calcio (a 7),Calcio
coni:10448,10448,SAN BARTOLOMEO IN BOSCO ASD,Calcio (a 11),Calcio
coni:104482,104482,A.S.D. USD TORTORICI,Calcio (a 11),Calcio
coni:104586,104586,"ASSOCIAZIONE SPORTIVA DILETTANTISTICA ""CENTRO SOCIALE CARDINALE GIUSEPPE SIRI"" DI PROMOZIONE SOCIALE",Calcio (a 11),Calcio
coni:104594,104594,ASSOCIAZ.SPORTIVA DILETTANTISTICA 7 MULINI FIMON,Calcio (a 11),Calcio
coni:104640,104640,G.S.D. SESTRESE BOR. 1919,Calcio (a 11),Calcio
coni:10478,10478,MARZABOTTO 2000 ASSOCIAZ. SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:10478,10478,MARZABOTTO 2000 ASSOCIAZ. SPORTIVA DILETTANTISTICA,Pallavolo,Volley
coni:104941,104941,POLISPORTIVA SANT'AGATA A.S.D.,Calcio (a 11),Calcio
coni:104941,104941,POLISPORTIVA SANT'AGATA A.S.D.,Pallavolo,Volley
coni:10497,10497,A.S.D. C.S. VITIANO,Calcio (a 11),Calcio
coni:10497,10497,A.S.D. C.S. VITIANO,Futsal (calcio da sala - calcio a 5),Futsal
coni:105025,105025,ASSOCIAZIONE SPORTIVA DILETTANTISTICA OGLIARESE 1974,Calcio (a 11),Calcio
coni:105052,105052,SCUOLA CALCIO ALBA CAVESE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:105060,105060,ASSOCIAZIONE SPORTIVA DILETTANTISTICA GRUMOLO,Calcio (a 11),Calcio
coni:105060,105060,ASSOCIAZIONE SPORTIVA DILETTANTISTICA GRUMOLO,Pallavolo,Volley
coni:105071,105071,ASSOCIAZIONE SPORTIVA DILETTANTISTICA A.S. NEREO ROCCO,Calcio (a 11),Calcio
coni:105071,105071,ASSOCIAZIONE SPORTIVA DILETTANTISTICA A.S. NEREO ROCCO,Calcio (a 8),Calcio
coni:105071,105071,ASSOCIAZIONE SPORTIVA DILETTANTISTICA A.S. NEREO ROCCO,Futsal (calcio da sala - calcio a 5),Futsal
coni:105071,105071,ASSOCIAZIONE SPORTIVA DILETTANTISTICA A.S. NEREO ROCCO,Calcio (a 7),Calcio
coni:10508,10508,A.S.D. COMETAZZURRA,Calcio (a 11),Calcio
coni:1051,1051,ASSOC.SPORT.DIL.CALCIO CAVALLINO,Calcio (a 11),Calcio
coni:105171,105171,A. S. PRO CALCIO NAPOLI,Calcio (a 11),Calcio
coni:105171,105171,A. S. PRO CALCIO NAPOLI,Calcio (a 8),Calcio
coni:105171,105171,A. S. PRO CALCIO NAPOLI,Calcio (a 7),Calcio
coni:105179,105179,ASSOCIAZIONE SPORTIVA DILETTANTISTICA AQUILOTTI CAVESI,Calcio (a 11),Calcio
coni:10519,10519,A.S.D. ROCCACASALE,Calcio (a 11),Calcio
coni:105199,105199,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA LOCUBIA,Calcio (a 11),Calcio
coni:105199,105199,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA LOCUBIA,Futsal (calcio da sala - calcio a 5),Futsal
coni:105199,105199,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA LOCUBIA,Calcio (a 7),Calcio
coni:105241,105241,FS.SESTRESE CALCIO 1919 A.D.,Calcio (a 11),Calcio
coni:10527,10527,ASSOCIAZIONE CALCISTICA DILETTANTISTICA PRO DRONERO,Calcio (a 11),Calcio
coni:1053,1053,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA BOTTEGA,Calcio (a 11),Calcio
coni:105308,105308,COMETA ASD,Futsal (calcio da sala - calcio a 5),Futsal
coni:105348,105348,A.C. BAGNOLESE ASD,Calcio (a 11),Calcio
coni:105349,105349,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CENTRO POLISPORTIVO SANT'EUSEBIO,Calcio (a 11),Calcio
coni:105349,105349,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CENTRO POLISPORTIVO SANT'EUSEBIO,Futsal (calcio da sala - calcio a 5),Futsal
coni:105349,105349,ASSOCIAZIONE SPORTIVA DILETTANTISTICA CENTRO POLISPORTIVO SANT'EUSEBIO,Calcio (a 7),Calcio
coni:10537,10537,ASSOCIAZIONE POLISPORTIVA DILETTANTISTICA FUTURA,Calcio (a 11),Calcio
coni:10537,10537,ASSOCIAZIONE POLISPORTIVA DILETTANTISTICA FUTURA,Futsal (calcio da sala - calcio a 5),Futsal
coni:105404,105404,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA SPORT VILLAGE,Calcio (a 11),Calcio
coni:105404,105404,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA SPORT VILLAGE,Calcio (a 8),Calcio
coni:105404,105404,ASSOCIAZIONE SPORTIVA DILETTANTISTICA POLISPORTIVA SPORT VILLAGE,Calcio (a 7),Calcio
coni:10557,10557,U.S.D. CANNOBIESE 1906,Calcio (a 11),Calcio
coni:10575,10575,S.S.D. CALCIO TUSCIA SRL,Calcio (a 11),Calcio
coni:105896,105896,NEW SPORTING CENTER ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Futsal (calcio da sala - calcio a 5),Futsal
coni:105896,105896,NEW SPORTING CENTER ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:105977,105977,SCUOLA CALCIO CAMPANILE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 11),Calcio
coni:105977,105977,SCUOLA CALCIO CAMPANILE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 8),Calcio
coni:105977,105977,SCUOLA CALCIO CAMPANILE ASSOCIAZIONE SPORTIVA DILETTANTISTICA,Calcio (a 7),Calcio
coni:105982,105982,C.F.F.S.D. CITTA' DI COGOLETO A.S.D.,Calcio (a 11),Calcio
coni:105982,105982,C.F.F.S.D. CITTA' DI COGOLETO A.S.D.,Calcio (a 7),Calcio
coni:105988,105988,"ASSOCIZIONE SPORTIVA DILETT.GIFFONI ""S.ANSELMO""",Calcio (a 11),Calcio
coni:106067,106067,A.S.D. ACADEMY LUISAGO GRANDATE,Calcio (a 11),Calcio
coni:106067,106067,A.S.D. ACADEMY LUISAGO GRANDATE,Calcio (a 7),Calcio
coni:106087,106087,A.S.D. LEOPARDI CALCIO,Calcio (a 11),Calcio
coni:106088,106088,CASSINA RIZZARDI 1977 A.S.D.,Calcio (a 11),Calcio
coni:106088,106088,CASSINA RIZZARDI 1977 A.S.D.,Calcio (a 7),Calcio
coni:106299,106299,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PICCOLO STADIO RED LIONS,Calcio (a 11),Calcio
coni:106299,106299,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PICCOLO STADIO RED LIONS,Calcio (a 8),Calcio
coni:106299,106299,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PICCOLO STADIO RED LIONS,Beach Soccer,Calcio
coni:106299,106299,ASSOCIAZIONE SPORTIVA DILETTANTISTICA PICCOLO STADIO RED LIONS,Futsal (calcio da sala - calcio a 5),Futsal
